	Market_place,URL,Product_name,SKU,Price,Currency,Subject,Author,Date,Review,Stars
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,Tank cracked!,MT81,"Nov 24, 2020",I found the tack cracked and water all over in my bathroom. It's less than 6 months old since I purchased. I contacted manufacture customer service to get a replacement but their services are so slow. I have Glacier Bay Toilet in other bathroom and working fine for after decade. I am very disappointed.,2
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,Gluko's Black Toilet,Gluko,"Nov 19, 2020",my black toilet is up stairs but the tiles still needs to be repair and were still finishing up our black bathrooms but it has to take a while to get them done we just got our black toilets like the past year,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,"The cheap plastic seat is the only part of the toilet that is ""Biscuit"". The rest of the toilet ...",ShouldAgotWhite,"Nov 16, 2020","The cheap plastic seat is the only part of the toilet that is ""Biscuit"". The rest of the toilet is white, not matching the seat. I am disapointed that I paid and extra $70, just so I could have a toilet seat to somewhat match my vanity.",2
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,Tank just cracked,Gabenlara,"Oct 17, 2020",Came on here to see if I could buy just a replacement tank and literally saw the same thing happened to someone else!! Woke up and the back of our tank is cracked! Had alittle over 4 years.,4
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,Tank just cracked at 4 in the morning toilets only 2 months old,Jacob15,"Oct 12, 2020",This toilet is trash woke up to the tank making a loud “pop” ran to the bathroom just to see the tank leaking all over the place,1
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,Rating provided by a verified purchaser...,HomeDepotCustomer,"Oct 8, 2020",Rating provided by a verified purchaser,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,Measurements are not accurate,NotAccurate,"Jul 21, 2020","Looks like they've changed the manufacturer's model number, and the new model isn't the same measurements and specifications as are on the website. Nor is it the same design- the base now has a hole in it, and the base is basically straight at the back instead of slightly inset. So... it doesn't fit in our bathroom without taking out trim and whatnot. In addition, there were several very obvious glaze imperfections that would still be visible when assembled. Returning.",2
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,This toilet has met our expectations.We are very satisfied so far.,Mama,"Jul 14, 2020",This toilet has met our expectations.We are very satisfied so far.,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,This toilet was reasonably priced and recommended by a plumber. We bought it because our old one ...,SS,"Jul 2, 2020",This toilet was reasonably priced and recommended by a plumber. We bought it because our old one got stained and we were selling our house. After installing the new one our house showed well and sold within 2 weeks @ full price!,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,Easy to jnstall and color goes great with my bathroom!,Schell,"Jul 1, 2020",Easy to jnstall and color goes great with my bathroom!,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,Simple and easy to install,Jon,"Jun 24, 2020",Simple and easy to install,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,"Bought 2, both went in easy. Although we did need to get a double wax ring for one to get a good ...",Rox,"Jun 24, 2020","Bought 2, both went in easy. Although we did need to get a double wax ring for one to get a good seal. Both work and look great. Base is a little longer than previous toilets. Had to remove and trim base board in 1 bathroom. Also sits higher so needed to add risers to the over John so tank lid could be removed if need. Overall very satisfied.",5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,I was pleased with how nice these looked once installed....,Alynn,"Jun 23, 2020","I was pleased with how nice these looked once installed. Great less expensive option for a more “classic” look. They replaced two round bowl toilets, and although these have the elongated bowl, they still fit the space adjacent to the shower just fine.",5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,Easy to put togeather and install,Richierich,"Jun 2, 2020",Easy to put togeather and install,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,Cracking after less than two years,BB,"Jun 1, 2020",I purchased this commode about 1.5 years ago. It is now starting to fracture at the bottom of the bowl. This is not acceptable.,1
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,This toilet clogs easily.It doesn't have much capacity.I had to call the plumber within 1 week o...,Lvvb,"May 31, 2020",This toilet clogs easily.It doesn't have much capacity.I had to call the plumber within 1 week of purchasing.,2
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,The perfect toilet.,hector,"May 5, 2020",The perfect toilet.,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,"Bought this Toilet for the height.. Bought one before, so I liked it.. if it wobbles, just buy s...",baler,"Apr 30, 2020","Bought this Toilet for the height.. Bought one before, so I liked it.. if it wobbles, just buy some spacers (plastic) here at Home Depot too. It flushes good and fast.",5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,I was pleased with the product and price.easy to put...,notaplumberGreg,"Apr 21, 2020",I was pleased with the product and price.easy to put in place and was pleasantly surprised to see the float and all the flushing components in place and ready to use.Thank you,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,Both toilets cracked after 2 years,Raul,"Apr 14, 2020","This product is not meant to last. We weigh around 170 and 135 lbs and cracked at bottom. Pics attached. Be ready to replace in couple of years, u better off spending extra for better product.",1
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,If you are upgrading from a standard round Bowl then you are going to want to get a 16-inch suppl...,Zipties,"Apr 11, 2020",If you are upgrading from a standard round Bowl then you are going to want to get a 16-inch supply line. Its taller than expected but it's nice to poop on.,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,The Glacier Bay toilet works well. The flush and water...,Jewelz,"Apr 5, 2020","The Glacier Bay toilet works well. The flush and water use is efficient and the taller base is great, especially for someone over 5’10”. It is heavy and sturdy, requiring 2 for installation. Great toilet for the economical cost.",5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,I installed a Glacier Bay 1.6g flush several years ago. This toilet does not flush quite as well...,John,"Mar 31, 2020",I installed a Glacier Bay 1.6g flush several years ago. This toilet does not flush quite as well as my older toilet.,4
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,It was easy to install but very poor flush.,Tim,"Mar 17, 2020",Nice toilet but very little water in bowl. Water level is adjusted all the way up and still not enough water for efficient flush. No water savings on this toilet. Would return but a nightmare now that it's been installed. Very disappointed.,2
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,This toilet is made of concrete! It is twice as heavy as a regular toilet!! I love it. The tank l...,Beefy,"Feb 14, 2020",This toilet is made of concrete! It is twice as heavy as a regular toilet!! I love it. The tank lid fits weird keep wiggling it till it won't fall. Trust me it fits.,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,"Looks nice. Has the handle on the side, and a great price.",gthegreat1,"Jan 12, 2020","Just installed this toilet. Everything installed easily, until it came to bolt down the tank. It comes with two wing nuts, that are impossible to turn. Had help at the time, so I loosened the middle nut, held the wing nut in place from the bottom and the other person screwed in the screw from on top. Then I tightened the middle nut. (I guess that’s why someone else left a review, that their tank doesn’t sit strait.) There is very little water in the tank. Will monitor how that works out. The flap when you flush, falls down the second you let go. Will play with that and see how it works out.",4
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,"I would say the bowl itself was nice however, the seat is made of very thin plastic. I was not ab...",Bathroom,"Dec 24, 2019","I would say the bowl itself was nice however, the seat is made of very thin plastic. I was not able to see the seat until after I installed it. I went back to Home Depot and the manager let me get a different seat that was made better.",4
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,Horrible toilet seat,Kvnq87,"Dec 12, 2019",Does anyone sit on these before they’re mass marketed? The inside edges of the seat are horrible! The pain is almost instant. Sharp edges do not belong there.,3
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,We installed it ourselves. It was not difficult and went pretty quickly.,KDH,"Dec 10, 2019",We installed it ourselves. It was not difficult and went pretty quickly.,4
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,Works great...happy with my purchase.,DanDan,"Nov 12, 2019",Works great...happy with my purchase.,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,Easy install,Depotshopper,"Oct 16, 2019",Easy install,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,I recently visited my sister in Florida and she had a leaking toilet that turned out to be a crac...,htg1969,"Sep 3, 2019",I recently visited my sister in Florida and she had a leaking toilet that turned out to be a cracked tank. I went to a nearby Home Depot and found a great deal on this Glacier Bay high efficiency toilet. It came complete with everything I needed for a full replacement and the installation was uneventful. This is a prime example that you don't have to spend a lot of money to get a high quality product.,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,"These inexpensive Glacier Bay toilets used to be great, and for the past decade I put them in all...",Lamar,"Jun 28, 2019","These inexpensive Glacier Bay toilets used to be great, and for the past decade I put them in all of my houses without ever having any problems. Something has changed, and they are now a disaster. The two I recently purchased were manufactured in March of 2019 in Mexico at Namce Ceramics, and the specs are all wrong. Perhaps they used centimeters in Mexico instead of inches, but the base is at least two inches shorter than it used to be. Even so, it might work except that the tank does not sit level on the base anymore. It is neither level from side-to-side nor front-to-back, causing it to pitch forward. This makes it very uncomfortable to sit on the toilet, and negates the elongation because urine splashes up onto the back of the seat. When one stands to urinate, one must hold up the seat the entire time because it will not stay up on its own. That would be a mere inconvenience, except that it's completely unsanitary since urine is on the back of the seat from those who sit to urinate. It's a disaster and I will no longer buy these toilets. Home Depot/Glacier Bay, please return to the previous manufacturer and specs for these toilets. It would also be nice if Home Depot would acknowledge that these toilets manufactured in Mexico are defective, and issue refunds to those of us who have purchased them.",1
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,We have been replacing all of our old toilets with this model and it has worked well for our resi...,DJR,"Apr 16, 2019",We have been replacing all of our old toilets with this model and it has worked well for our residents.,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,jury still out,daves,"Apr 14, 2019","1. dry assemble first.. include tank to toilet with gasket and screws! i didnt.. base installed, (bought and used thicker gasket per some other reviews.) added water per instructions. attempted to attach tank. see pic.. that aint centered. off to HD again.. opened next box, found next unit that had the hole centered between bolts. at home with new, trying to just use new tank.. but new tank hole is NOT centered front to back. ill unpack new base, perhaps the base is actually matched to the tank? if not, back to HD.. will tear open box and try to assemble IN store.. then I still get to return the two. oye.. this better work well once its installed.",1
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,I really like the style that’s why I choose this one. It’s perfect size for my family. When I bro...,Tamzie,"Apr 4, 2019",I really like the style that’s why I choose this one. It’s perfect size for my family. When I brought the first one I did not check it. The second I check . I misplace my receipt that’s why I never return it.,3
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,"Fast flush and if by chance, but very rare, all does not make it down the pipe just flush again r...",David,"Mar 26, 2019","Fast flush and if by chance, but very rare, all does not make it down the pipe just flush again right away without waiting... It matches our sink color of Bone perfectly... We've had it a month now... A perfect replacement for our original toilet...",5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,Install was easy and toilet works great!,Logicsig,"Mar 19, 2019",Install was easy and toilet works great!,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,You could not beat the price. Looks elegant. It really brought the bathroom together. I have an i...,Sandrad,"Mar 19, 2019",You could not beat the price. Looks elegant. It really brought the bathroom together. I have an immune disease so having a toilet at handicap height is important. As far as efficiency this is a keeper.,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,"My customer wanted a quality toilet for an affordable price, so I went with this beauty! Very g...",JTD23,"Mar 12, 2019","My customer wanted a quality toilet for an affordable price, so I went with this beauty! Very good flushing power for an efficient toilet! Quality porcelain casting, easy install, great product.",5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,I did not purchase this toilet solely based on price. I am willing to pay for quality. The HD toi...,DIYgal,"Mar 11, 2019","I did not purchase this toilet solely based on price. I am willing to pay for quality. The HD toilet expert who helped us explained that all of the toilets are made in China and Glacier Bay is as good as any of them. I should have read the reviews prior to purchase. I purchased the toilet this past Saturday and installed on Sunday. Upon unwrapping the parts, I noticed there were some cosmetic defects on the bowl, such as drips from the glazing process and a spot where there was no glaze. Decided to overlook these cosmetic imperfections and went ahead and installed it. The top of the tank does not fit onto the tank and the tank did not sit properly on the bowl. I also noticed a chip at the bottom of the tank where it meets the base. The installation was not very easy either. In addition, if you are going from a shorter toilet to this higher toilet, you will need to get a longer water line. The plastic seat also does not sit evenly on the bowl. Will be returning this toilet ASAP. It did not meet my expectations. Not much quality control on this product. I cannot recommend this toilet but if you decide to buy this toilet, be sure to dry fit all parts first before installing.",1
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,Easy to install. All-in-one in box. Do not forget a hose to replace. Check the size of the hose. ...,TERRY,"Feb 12, 2019",Easy to install. All-in-one in box. Do not forget a hose to replace. Check the size of the hose. Connection to the wall should be 3/8 or 1/2 FIP.,5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,"Easy to install, completed in less than an hour with wife helping to line up floor bolts. Works f...",handyman,"Nov 6, 2018","Easy to install, completed in less than an hour with wife helping to line up floor bolts. Works fine.",5
homedepot.com,https://www.homedepot.com/p/Glacier-Bay-2-Piece-1-28-GPF-High-Efficiency-Single-Flush-Elongated-Toilet-in-White-N2428E/204074796,2-Piece 1.28 GPF High Efficiency Single Flush Elongated Toilet in White,686826,119.0,USD,What a Great product for the price! It uses VERY LITTLE WATER to flush. I installed one in my res...,Steve,"Oct 2, 2018","What a Great product for the price! It uses VERY LITTLE WATER to flush. I installed one in my restaurant, and three at my home in the master bed room, Main Bathroom and basement man cave . The height is really great, easy to get up and sit down on on the joints. I bought one in Bone Color to match our Main Bathroom , its a great color and matches well as you can see in the picture. It has been in my restaurant for 6 months and my water bill has gone down. There are at least 50 to 100 separate flushes every day.",5
