,Id,roberta_neg,roberta_neu,roberta_pos,Review,Stars,like,dislike,Label
26,28,0.67729,0.27486992,0.047840085,After the toilet was installed we noticed it is not a soft close seat as it says right on the box. The seat it has is rather uncomfortable and is not slow close at all. Don't spend money on this if you want a slow close seat because you will have to go buy a 40 to 50 dollar seat on top of this. Other then that it works fine as any normal toilet.,3,9,3,Negative
27,29,0.009400675,0.035425354,0.95517397,Open package ready to install and was missing one rubber gasket One Flat washer after assembled. Tank was leaking on the two sides where the screws go through the tank no matter what I did I could not get it stopped leaking. I had to modify a rubber exhaust mount for a car to make it stop leaking. Instructions were hard to see which hardward goes where for tank.The height is average. Cheap & old toilets are low. I should of spent another $80 to get a better one better but the color matches my tub.,3,4,2,Positive
28,30,0.02988959,0.14863525,0.8214752,I purchased two of these toilets. One for my mothers home and one for my home. I was impressed that they came with a seat and a wax ring for installation. Usually I have had to purchase these items separately. My concern was the toilets wouldn't function as satisfactorily as I would want. I was pleasantly surprised that function extremely well. I was very happy about that. Because the price was so low I had my concerns about quality. The quality was very good.,5,2,0,Positive
29,31,0.08554068,0.24309549,0.67136383,The toilet was easy to install after having issues removing the old one. I like the height compared to the old smaller toilet we had.,5,4,0,Positive
30,32,0.0068847057,0.16703092,0.82608443,Good product that is better than your standard toilet.,5,0,0,Positive
31,33,0.1568651,0.46917412,0.3739608,It was easy to put together. It has a powerful flush and it’s very quiet.,5,4,0,Neutral
32,34,0.008817069,0.020987421,0.9701955,"We got a toilet at Lowes. I'm listing this because there are so many brands to choose from and my choice is made after research and reading reviews and by my past experience (I've changed my share in my life). People seem to hate some and love others, but I try to see what's available and seems to be the best deal. Some give you 1.6 gallons per flush but ours gives you 1.28. It's an American Standard Mainstream (elongated) for $159. For $149 you can get the same toilet but round. It works good (some competing toilets had pretty pathetic flushing). I timed it and from flush to full, it takes 20 seconds (that surprised me). We always replace the cheap plastic seats with white wood seats... If you tighten all nuts with another nut tightened against them, they never come loose (I do this with 3 or 4 nuts each time)... that is especially important when attaching the seat. Seats always like to come loose. Use 2 rubber washers per bolt to avoid cracking it (even with 2 rubber washers, I'm careful not to over-tighten). I always make sure that the rubber washers are directly against the china. On the 2 bolts that attach it to the floor, I stack 2 rubber washers. The middle of each rubber washer should be just big enough to fit around the bolt. The outside diameter of each rubber washer should be big enough to completely cover the hole, but not too big that it can't lay flat (some areas give you much less room to work with). I don't use ones that are bigger than needed. On the bolts that bolt it to the floor, I make sure that the washers are small enough to be hidden under the white screw on caps. I cut each bolt short enough so they can screw on clear down to the china. I only use stainless steel washers and bolts and nuts (the stainless steel washers go on top of the rubber washers). In the tank you can't use a washer... just the bolt head on a rubber washer. It's surprising how long the rubber washers last (I never have to change them). In some applications, rubber doesn't last very long at all.",5,8,1,Positive
33,35,0.0062313145,0.04215167,0.95161706,"The lid doesn't work like it says it does, but I don't care. This toilet is awesome! It works really well, and I have given it some challenges for sure. It's great.",5,3,0,Positive
34,36,0.018885924,0.19863208,0.782482,"No disappointments here. This well-made toilet comes with everything except the braided water feed hose. The installation was easy. No problems so far. The instruction manual could be more specific, but a call to the store manager, Mike in Ocala, FL, answered all related questions to make this a great purchase.",5,5,2,Positive
35,37,0.116754375,0.3233579,0.5598877,"This toilet works well, but when you sit the tank lid bangs. I added some bumper pads between the lid and the tank and this seems to help.",4,4,1,Positive
36,38,0.014571387,0.06490256,0.9205261,"Good Enough, an inch too tall and the toilet seat is really cheap plastic. The toilet itself was an easy install and doesnt have any problems at all. Sturdy and doesnt clog easily. Cheap but you will probably want a different seat and if you are shorter than 6ft you probably wont like sitting on it because of the height.",3,4,2,Positive
37,39,0.011871726,0.08108937,0.9070389,Love it,5,0,0,Positive
38,40,0.9425893,0.052180048,0.005230687,This toilet seems just fine. The height is good and it flushes quickly and easily.,5,4,1,Negative
39,41,0.0017361384,0.015192643,0.98307127,"One of the screws that connect toilet bowl to back tank broke in two and flooded couple of rooms. When we tried to find another, we found out it was not a standard screw snd no one in Metairie area stocked them. We had to buy a stainless screw to “rig” it! Very disappointing.",3,4,2,Positive
40,42,0.0062129963,0.08486431,0.9089227,"I wanted to upgrade to an elongated toilet and American Standard came in second to Koehler. I purchased three of these and so far so good! The water efficiency is great. It flushes smoothly, the seat is sturdy, and the appearance looks good, not cheap.",5,3,1,Positive
41,43,0.65877247,0.29226482,0.048962712,Well built and easy to assemble. Installation was a breeze and adjusting the water level is simple.,5,2,0,Negative
42,44,0.864069,0.12888981,0.007041183,"This toilet was difficult to install from the time I pulled it out the box. The bolt for the base were much to short for my install so had to go purchase longer bolts. When I connected the base to the tank and turned the water on, water was leaking by the rubber washers. I installed the whole toilet per instructions. After removing the tank and inspected the surface area around the holes, the interior of the tank was extremely rough and uneven. I took a putty knife and removed what I could. I installed the tank again and it leaked again. I removed the tank and proceeded to sand the inside of the tank until the surface was smooth. I installed the tank again and was finally able to remedy the leak. I also Added teflon tape around the bolt to make the bolt and rubber washer have better contact. This was by far the most difficult toilet I have ever installed.",1,4,8,Negative
43,45,0.79835796,0.18704227,0.014599799,Flushing system not as good as previous model from two years earlier,2,4,2,Negative
44,46,0.006274636,0.09112466,0.90260065,"(1) need to get this fixed its wasting LOT of water (2) Bought 2 others Toilets,that the BOX say (Slow Closing) NOT Those Two,False Advertence ?.",4,3,2,Positive
45,47,0.16408421,0.44890466,0.38701117,"Looks good, heavy 103lbs. heavy for one person, no room for 2.",4,3,2,Neutral
46,48,0.004212089,0.12341796,0.87236995,"I always read the negative reviews first and for toilets they always seem to be the same leaks or cracks. Anyway, I bought this one as it was middle of the road on price and I wanted a high elongated to replace my short round one. Upon getting it home, I inspected it for cracks and found none. Installation was fairly easy until I put the tank on. The right side bolt was leaking. After draining it and removing the bolt, I saw a small ""glob"" of porcelain next to the hole. This apparently was causing the rubber washer to not sit flush and seal. I used a dental tool to scrape it down and all was good after that. I was also disappointed at how low the tank overflow sits. The tank barely fills half way and dos not let all of the water out unless you hold the handle down. However, it does seem to flush sufficiently, so perhaps the design is ok. Time will tell. They do make tube extensions to allow filling the tank more, but that will be a last resort. Overall, I am pleased with it. I dropped one star for the QC on the tank and for the short overflow tube. They could have made it longer and let the customer decide how much water to use.",4,2,1,Positive
47,49,0.29520592,0.4939723,0.21082175,"Water saver, flush is strong but quiet. This is ADA compliant so the height is just right too.",5,2,1,Neutral
48,50,0.9785348,0.018258594,0.0032066396,"Installed this item in my master bath. In my other bath, I have a higher end American Standard. The one that has a picture of a bucket of golf balls on the box. This lower end American standard doesn't compare to the higher end model. Had to return first one because when I got home....I noticed a chip in the bowl right before I installed it. Second had a few blemishes but none inside the bowl. Seems these are lower end toilets. I just installed so can't comment on the performance yet. I am sure it will work fine. No soft-close lid either compared to higher end models. Others comment that is states on the box about the slow close seat, but it didn't on my box, so I will deal with that. I am not hear to bash American Standard....just pay the extra money and get the Champion version (look for the golf balls on the box!)",3,0,0,Negative
49,51,0.058040034,0.83087033,0.11108968,"I hate this toilet. It's a poor design VERY uncomfortable seating. When you flush it, you can't even tell if the water went out properly, there is ""no sound"". it's weird, uncomfortable, cheap plastic seat cover that will obviously with anyone over 120 lbs. Don't waste your time.",1,5,11,Neutral
50,52,0.0028183353,0.020586595,0.9765951,The extra lenght and width keep me from sliding off.,5,2,1,Positive
51,53,0.96212065,0.0342645,0.0036147991,Very nice. Easy installation. Everything was included.,5,1,0,Negative
52,54,0.006094379,0.08567255,0.9082331,Should have wing nuts on the tank bolts. Our toilet was missing the rubber washer for tank. Bolts at bottom are too long to attach the plastic bolt covers. We will have to cut. Bad design all around. Very disappointed.,1,5,10,Positive
53,55,0.96019363,0.035765115,0.0040412494,"Excellent installation, friendly tech, clean install.",5,0,0,Negative
54,56,0.050257675,0.21400759,0.7357347,"The install was simple, however there are two glaring issues. First, the seat is NOT a soft close toilet seat. Second, the top portion does not lock into place with the bottom portion, leaving it unstable and prone to leaking. I just purchased this thing and will have to pay a professional to come out and manufacture a solution. I couldnt be more disappointed.",2,1,4,Positive
55,57,0.019721372,0.34918767,0.631091,"Liked that it was 2 pieces, made it easy to move. I would have liked to have known before hand that using shims are common. When we put it on the wax ring, it wobbled a lot and we thought we screwed it up. After putting a few shims in, it's level and works great. Also, measure the distance of the tube you need. We winged it and ended up having to get back to the store like 3 times.",5,0,0,Positive
56,58,0.050336745,0.3614061,0.58825713,Flushes quiet and like it because it’s taller. Had knee replacements so height helps,5,0,0,Positive
57,59,0.064268686,0.1788906,0.75684077,Toilet is quiet in filling the tank. Has that “gulp” sound at end of flush but is efficient. My toilet came with a “slammer” seat but advertised on box was to have a slow close seat. I contacted Customer Service after I registered it and within 24 hrs received replay that they would send a replacement. Got new seat a week later. All is just as it should be. Recommended purchase.,5,0,0,Positive
58,60,0.005707352,0.13912904,0.85516363,The toilet was easy to install for me. I gave it a four-star because someone put the wrong bolts in the box. For tank to bowl. So I had to go to the store and buy some bolts to finish installing the toilet. Everything else is great. It has a strong flush. I did not have to adjust the flapper. The toilet seat is a little flimsy. I use my toilet seat because I had already upgraded it.,4,0,0,Positive
59,61,0.047995917,0.17671077,0.7752933,"We researched and knew the product. It's very reliable and fits the needs. No soft-close lid, though, as the box says.",4,1,1,Positive
60,62,0.0013504396,0.011790548,0.9868591,"would have rated it a five but the advertised soft close seat was not included and i was fully expecting it to be in the box, but it wasan't . other wise i love it. will be contacting you later about this one and the one i bought a couple of weeks earlier.better get readybecause i want my 2 soft close seats as advertised on the boxes.!",4,0,0,Positive
61,63,0.0018589924,0.017421078,0.98072,Looks great & works well - easy to install - perfect for our bathroom,5,1,1,Positive
62,64,0.004283806,0.021675702,0.97404045,Perfect for smaller bathrooms. Looks great and works great.,5,1,1,Positive
63,65,0.93660575,0.056446783,0.0069474294,Easy to Install I love American Standard Products!!,5,1,1,Negative
64,66,0.8532539,0.11604442,0.030701699,"Just bought this unit, came home and installed it. The flush valve on this unit does not have adequate force to flush waste without having to flush several times thus defeating the water saving feature. The supplied seat is not self close. Very disappointed Will need to deinstall and take it back.",1,0,0,Negative
65,67,0.0916259,0.36868808,0.539686,"We purchased this toilet as the brand is a good brand and it was a water saver toilet but seeing as we have to flush it twice to get it to go down is not saving any water for us! I hate to see my water bill since installing this toilet! The only positive to this toilet is the height of it, that is it!",1,0,0,Positive
66,68,0.103929214,0.3364614,0.5596094,"Installed this about 8 months ago. Zero issues until this weekend. Water is leaking out of the bottom each time it's flushed. I'm pretty sure it's the ring I used, but will update review after I swap that out. If that fixes the leaking, I have had zero issues with it and it's in the kid's bathroom.",2,0,0,Positive
67,69,0.28310955,0.45210093,0.26478946,"Nice affordable toilet. One box was broken so we had to get a new one. Easy to install. The seat is a bit cheap and is not a soft close so you may want to consider a more expensive toilet if that’s important to you. If you buy a new seat, the price is comparable to more expensive options.",4,0,1,Neutral
68,70,0.37705225,0.48889032,0.13405743,"Looks okay but the seat is thin plastic and not comfy. I wish I had made a better choice. It is in the guest bathroom, so I suppose it is okay.",2,1,4,Neutral
69,71,0.18781494,0.44752705,0.36465806,"It is very small. When I replace it, I will come in and pick one out. Never buy on line!!",2,1,3,Neutral
70,72,0.9047805,0.086939745,0.008279722,Nice toilet. Chair height and oval bowl. Missing one of the rubber seals for the tank bolts. Really needs a flush mounted flange or thin flange. Maybe it would have been a better fit for new construction rather than a replacement.,3,0,0,Negative
71,73,0.09055145,0.37284026,0.5366083,"The flush valve seal was unbelievably missing, obviously a factory installation major mistake. If the seal had not been looked for prior to turning on the water source it could have caused major flooding.",2,0,0,Positive
72,74,0.0034502423,0.013482897,0.98306686,Everything went 100% with installation. Couldn't believe how little water it uses. The only thing i expected was i was under the impression it came with a slow close seat and it only had a reg seat,5,0,0,Positive
73,75,0.019982541,0.14111392,0.8389035,"Thank you for building such a great toliet. We were having problems with our prior toliet. We brought this toliet and it work greats!!! No clogging, easy to instal as well!! Thank you again!!!!",5,0,0,Positive
74,76,0.097820766,0.721368,0.18081129,Product is replacement during renovation. Fits well In new bath and looks good and wife pleased other than some parts had to be replaced as it did not have spring slow moving lid.,5,0,0,Neutral
75,77,0.1347055,0.529351,0.33594355,Ready to install. Just put the back on and onto the floor! Oval seat toilets are definitely different sizes so make sure it’s the actual seat size you were looking for.,5,0,0,Neutral
76,78,0.009371526,0.12513345,0.865495,The single flush works smoothly with little effort. My only issue so far is that the water splashes back on you. I will have to find out about making an adjustment.,4,0,0,Positive
77,79,0.007700033,0.049572833,0.9427272,Quality - easy to install product; came with all parts required. Nice ride height! Chose to use a rubber ring seal instead of the supplied wax ring.,5,0,0,Positive
78,80,0.002868298,0.03583087,0.96130085,Very nice replacement. I got one that is a little bit taller then the one we removed. That is a nice adjustment. Very to install myself.,5,0,0,Positive
79,81,0.003299279,0.020609858,0.9760909,"This is the third American Standard toilet that we have installed and will continue to use as our ""go to"". Love the quality and value.",5,0,0,Positive
80,82,0.36271924,0.57787204,0.05940872,It was reasonably priced and seems good quality. Well worth the install price to not have to do it myself. Very pleased with it all.,5,0,0,Neutral
81,83,0.0011967908,0.009868385,0.9889348,"if this is chair height then they must have measured a child's chair. replaced an old one wanting one higher, this one isn't.",1,0,0,Positive
82,84,0.014800772,0.5066831,0.4785162,This brand has a good review. It’s perfect for my small bathroom. Great price. So far it’s been installed and working well .,5,0,0,Neutral
83,85,0.015896345,0.1231246,0.860979,I have aways had AD toilets there affordable you can always get parts and they have been around for a long time.,5,0,0,Positive
84,86,0.9483906,0.04538769,0.0062216283,"What I like is that its water efficient compared to our old one. Wax ring is thick, dont need to buy another.",5,0,0,Negative
85,87,0.0034704385,0.018287128,0.97824246,"connected the toilet only to find a defective flush valve. I had to get another one, very frustrating.",4,0,0,Positive
86,88,0.0020302488,0.007973063,0.9899967,"I love the toilet, definitely plan on replacing more in my home. Easy to flush and it’s a nice look.",5,0,0,Positive
87,89,0.0050879656,0.08341825,0.91149384,Love this tolet as it looks good and super easy to install. Comes with everything you need.,5,0,0,Positive
88,90,0.0056104097,0.047191583,0.947198,"It's a good toilet for a second bathroom, we had it replace the old one in our basement.",4,0,2,Positive
89,91,0.0023115848,0.10444371,0.89324474,Easy to install and all measures are as listed. Works and looks great and saves water.,5,0,0,Positive
90,92,0.0024256276,0.027169703,0.9704047,We liked the style because it matches what we had begun remodeling in our bathrooms,4,0,0,Positive
91,93,0.541266,0.42071608,0.03801787,Easy to assemble and install - works great and is efficient regarding wayer use.,5,0,3,Negative
92,94,0.0016756089,0.012085155,0.98623925,"Weak flush, all waste is not always removed. Sometimes requires two flushes.",2,0,0,Positive
93,95,0.018872835,0.12059362,0.86053354,"Loving new sleek, tall, efficient toilet. Highly recommend this one.",5,0,0,Positive
94,96,0.0036108184,0.04677025,0.94961894,Can’t beat American Standard products. Great height and width for men,5,0,0,Positive
95,97,0.5581977,0.3994838,0.04231855,Best standard ADA Toilet very good height and very good cost as well.,5,0,0,Negative
96,98,0.021822346,0.17109405,0.8070836,"Says slow close seat and it definitely isn’t, should b corrected",5,0,0,Positive
97,99,0.0051849955,0.039641883,0.9551731,Great height and flushing capability- never had a problem,5,0,0,Positive
98,100,0.0028157078,0.033671588,0.9635128,Nice looking good price and all the parts were there.,5,0,1,Positive
