,Id,roberta_neg,roberta_neu,roberta_pos,Review,Stars,like,dislike,Label
23,24,0.1512035,0.29642716,0.55236936,I bought two of these to replace one leaky toilet in a bathroom that's rarely used and the main bathroom toilet. Installation was pretty easy once the old toilets were removed. Tip: buy a flange just in case you need one- there's nothing worse than removing a toilet and finding out that the existing flange is in poor shape and not being able to run to the store because they're all closed. Flushing power is impressive for a low flow toilet- haven't had any problems since install over two months ago.,5,10,0,Positive
24,25,0.03368952,0.15219101,0.81411946,Replacing a ca-mode is not what most people look to do in there spare time. I have to admit this one was quite simple to assemble and a breeze to install. With is raised height it made it so much more comfortable on my arthritic bones and bad knees. It is now the easiest seat in the house for sitting and getting off. It easily handles loads my other ca-mode could not handle in the least. No more plungers each time I #2. Thanks.,5,186,32,Positive
25,26,0.034657262,0.15186752,0.81347525,"Uses much less water than expected. I thought the tank wasn't filling up enough but that was the purpose (less water, duh). Easy to install and 1 1/2 to 2 inches taller than standard. Quiet, efficient, and one flush does the job. It's my 2nd favorite chair - a close second to my recliner (because reclining was not an option with this toilet). I am buying another.",5,591,81,Positive
26,27,0.5700852,0.36314744,0.0667673,"Bought a second one because of the success of the 1st purchase. Everything went fine until it had to be installed. Became a problem as the old toilet had been there for some 30 years plus. Base went on rather easily. It was the water tank that became a problem. Would not seat properly and developed ""leaks"" as it wabbled. Afraid to tighten the bolts too much for fear of cracking the tank. Not sure of the problem. Had to use shims to stabilize. Took several tries to get them to stay in place. At least for the present it is usable. Suspect a slight defect in Mfg. or the wrong size seal was in the box. No real way of telling.",3,6,5,Negative
27,28,0.84734535,0.13224348,0.020411229,These toilets have been nightmares. I purchased 2 and both have had issues with running continuously. First one about a year ago made some adjustments to the one and it sometimes leaks but not as often as the other. We actually received a message from our town about excessive water usage. We Used 120 thousand gallons of water in 6 months. They said it was likely a faulty toilet and they were absolutely correct. That is absolutely crazy 120k gallons . I made the same adjustments to the float which worked for a bit but now It is leaking again. These toilets have cost well more over time than you could imagine. I'm actually considering contacting the company to have the reimburse the excessive water bill and pay for new toilets am not happy at all. Do yourself a favor purchase a different toilet. Spend a little more and look for long term reviews not just reviews of people who just installed the toilet. This was 2 of the same exact toilet our water usage keeps doubling. A year ago it was $150 last payment was $279. This most recent was $507,1,12,4,Negative
28,29,0.033966843,0.1262396,0.83979356,"Best thing I like is the taller height and quiet flush. Put in smaller bathroom. Did not use seat that was included, was flimsy. I had a better seat that we used instead. Would purchase again. Had my plumber install and he had no problems. I had toilet in trunk of my car and I was rear ended - it survived!",5,379,40,Positive
29,30,0.014853694,0.10497235,0.880174,"I can't see how anyone has trouble with the flush on this one. All I had to do was adjust the water level & it works great. We like the fact that it is higher, it makes it much easier to get up. The older you get the more important that is to you.",5,744,70,Positive
30,31,0.080015235,0.21084428,0.7091405,"This toilet was part of a bathroom renovation. My husband picked it because you can find parts for it easily, and it uses less water. When my brother pulled the toilet out of the box, I think he was stunned. The tank is pretty small. He installed it with no problems. I bought another toilet seat because of all the comments in reviews here. We all looked at the commode with doubt. It didn't look like it had enough water in it, and it didn't look like the tank held enough water for a good flush. Not so, oh, you unbelievers! We have used the toilet for the past four days, and, somehow, this little toilet with its little bit of water flushes everything down cleanly! That is not to say it's perfect, since we've only used it for four days. I will tell you that it is pretty amazing. My husband is impressed, and he is a pretty hard sell.. If you need a new toilet, this might just be the one for you.",5,216,38,Positive
31,32,0.035885207,0.17259715,0.7915176,This was complete with everything I needed to install it. It works great. Perhaps one suggestion. I'm 79 years old. An employee helped me load it into my pickup. When I got home I had a real struggle getting it into the house. When I went to install it I found that it was in two pieces. Instead of struggling with the 90 pound box I could have taken it out of the box while on the truck and only been lifting about 45 pounds per piece. An associate could suggest that this product is in two pieces which would make handling it much easier. The suggestion could boost sales of this product. 'nuff said. Bob,5,2,0,Positive
32,33,0.1271733,0.29764658,0.57518005,"Our old unit was a poor flusher; this one is very superior. My installing plumber told me that over the years the earlier econo-flush toilets were poorly designed, but that this new generation is better engineered for good daily results. I've found this to be true. Rarely is a second flush necessary, and that may be due to someone's excessive use of toilet paper. Our water bill is down, and we're pleased.",5,27,2,Positive
33,34,0.038106922,0.13757572,0.8243174,I had chosen a toilet to purchase prior to going to the store. Of course when I got there I got caught up in looking and comparing. I purchased this toilet prior to reading any reviews simply because it was what I wanted with a five year warranty instead of one like the one I had originally chosen. I had purchased a heavy duty wax ring but ended up returning it as the one that came with the toilet was more than sufficient. I am very happy with this purchase. I have experienced none of the problems reported on other reviews. The toilet flushes well and once is all that is needed. I do not have any rocking problems and believe me when I tell you that the surface it was mounted on was not level and shims had to be used. My home was built in 1895. It was not installed by a professional just a friend. I love the way it looks and am glad I took the time to browse and compare.,5,43,6,Positive
34,35,0.15175536,0.40060097,0.44764367,"I read the reviews before I bought this, even some of the negative ones. I have to say I have installed many toilets, this one was a breeze. Some reviews mentioned the stool wobbled, it wouldn't flush unless you held the handle down ( we are dealing with a water conserving toilet) I didn't have any of those issues. The height works good for people with bad knees, which is why we bought it in the first place. After all its difficult to wear out a toilet...",5,9,0,Positive
35,36,0.3287499,0.36424255,0.30700755,"I like this toilet--it's nice and sleek, much smaller than the original toilet in my 1960's bathroom, and much more water efficient. Also, even though it uses much less water, it still flushes everything down. The only reason I rated it lower than a 5, and a 3 for ease of use, is because sometimes it's difficult to flush. My husband never has trouble with it, but, for some reason, I do. I try to hold the handle down but sometimes it still won't flush. So then I try to flush it quickly--still won't flush. I don't understand it! I keep thinking I'll figure out the trick to it soon but it's been almost a month and I still haven't figured it out...",4,1,2,Neutral
36,37,0.06714272,0.24889843,0.6839589,"The day we had this toilet installed (hubby has bad knees, no way was he going to lug it upstairs and install it) I was at work - and about 11 am I started not feeling too well. Called home - ""is the plumber still there?"" ""Nope, he just left."" I headed for home, and the beginning of a 3 day bout with either an e coli infection or a strong stomach virus ( doesn't matter which, the results are the same) Bottom line (pun intended) - we had no problem with the performance of this toilet. It does help to hold the handle down for about 1 second - that enables the flush to completely clean the bowl, but still at much less water than our old one. If people are having to flush 2 and 3 times, either they need to adjust the water level in the tank, or they need to do more than just tap the handle. We love the extra height too - it's been a good purchase for us. Even if I did spend way too much testing it the first week.",4,222,54,Positive
37,38,0.05963372,0.22886805,0.7114982,"We bought this toilet for our infrequently used guest bathroom as a test installation rather than using our master bath as a guinea pig. The installation itself was quite easy, the only issue in our case was not knowing what we would find when we removed the previous ~60 year old toilets. The replacement wax ring that was included in the box came a bit flattened and may not have been usable without some reshaping work but thankfully I wasn't planning on using it anyway (in favor of a repositionable rubber seal). Once it was installed I was quite happy with the functionality of the toilet itself. The seat that came with the toilet feel pretty flimsy so I wouldn't risk sitting on the lid since I am a bigger man.",5,3,0,Positive
38,39,0.45160446,0.38735157,0.16104396,"Lowes’ representatives recommended this product - American Standard Mainstream model. They said it would be better than the cheaper Lowes' brand. I had the complete toilet installed by a plumber on 7/29/11. Since purchasing the toilet it has performed well on some days and not so good on other days. The toilet generally flushes smoothly after 10 - 12 flushes. Then it clogs, and an extra flush is needed. Since purchasing I have had to use the plunger once to discard the tissue down the toilet. Needlessly to say, this was the problem I was having with our old toilet when we bought our home nearly twenty years ago. What a WASTE or disappointment, since there will be a little or NO water savings! By the way, I did report this to American Standard representative on August 17, 2011",2,21,6,Negative
39,40,0.0023545036,0.017112961,0.9805325,Thrilled with the purchase of my new high efficiency watersense 2-piece toilet -- can't believe how fast it fills the tank and how great it flushes --- Am looking to replace another older model toilet with the same brand,5,17,0,Positive
40,41,0.015275574,0.08185766,0.9028667,"I've installed three of these toilets and i'm not a professional . But, they are extremely easy to install and have zero problems with them. The added height, I think 18 inches, and the superb flushing ability (the last one I installed was in a frat house and you know how .... well, you just know !) contribute to this being a good, low priced toilet. The finish is a little substandard but otherwise it is a good buy.",4,9,0,Positive
41,42,0.006472555,0.06794931,0.9255781,"This toilet does what it is designed to do - it uses only 1.28 gallons of water per flush, yet keeps itself clean in the process. My wife and I needed to replace a 20 year old toilet, and found this one at our local Lowe's that fit the bill. It was designed for a 12 inch rough-in flange distance, and the seat was taller than the standard height it was replacing, while being a standard round design. Everything needed to install the toilet, including a thicker than average wax ring, flange bolts, and even the bolt covers were in a kit in the box. The tank was separate, but assembly was easy. The full poster instruction sheet was handy, and while instructions were included to adjust the water level in the tank, it was already calibrated very well. It appears to be well built, and with American Standard's 5 year complete warrantee there is peace of mind when it comes to holding up well. It flushes well, has yet to stop up, and it is great to hear the smaller tank refill from the supply and cut off in just a few seconds. My wife and I are very pleased with this purchase for our guest bathroom.",5,340,56,Positive
42,43,0.68145937,0.24891944,0.06962124,"I purchased two of these toilets in June. The one in the powder room is great. The one in the guest bath however has already needed the flush valve replaced. This bathroom is not used frequently so didn't notice that tank was not refilling after a flush. Was very embarrassing over the holidays when we had house guests for 10+ days. They had to manually tap valve to get toilet to fill then turn water off completely to keep it from ""running"" process had to be repeated after each use so I guess there are some defective ones occasionally .only other comment is the seats are a bit flimsy hoping to eventually replace them.",4,1,0,Negative
43,44,0.1103075,0.33506772,0.55462474,"Sales person said, this was a great product if you had grandkids, that like to flush often. Out of the box. Cheapest wax seal ever. Really cheap seat. replaced both items, right away. Really bad and low flush, and almost 5 minute refill. Flush cut at six inches, three inches, below the water line in the toilet, Had to extend the over flow, 4 inches, to get enough water to get a good flush. Replace the fill valve that took five minutes to refill ( also, this was not adjustable for water level), Replaced and now it take 1.2 minutes to fill and has a decent flush. The only thing in the box was the china, itself.",3,3,2,Positive
44,45,0.65358716,0.26839054,0.078022234,"Have had this installed now for a week and haven't had ONE issue flushing, skid marks, nothing. 1 flush and everything has gone down, no need to flush, flush, flush as previously stated in other reviews. maybe you should check the water level in the tank ? again like everyone else though, the SEAT !!! god its un-comftorable. so i purchased a new one and for that i give it a 4 1/2 rating.",4,28,4,Negative
45,46,0.113538615,0.51302314,0.37343824,"Have bought 3 of these units in the last 6 months and installed each with no issues except flush power seemed a bit weak with the float valve setting from out of the box. After I raised float valve a bit so water level in tank was higher ( filled to 1"" below top of overflow spout.) power issues were no more. Refill time is 20 to 22 seconds. ( old toilet refill time was 90 seconds so I am definitely saving a lot of water.) Here is the interesting part. I bought a Champion 4 for our master bath. It has white printing inside the tank saying water level should be 3/8"" below top of overflow. I looked in the Mainstream tank and there is extremely hard to see text imprinted in ceramic saying the same thing. ( I had to take a sharpie and fill in the letters to read it) - Conclusion as shipped from factory Float valve needs to be adjusted - it does not come pre calibrated. Also unit works just fine with float set 1/2 way between as shipped and recommended setting. So if having flush power issues check the float valve height. as I have mentioned the Champion 4 what do you get for the extra $70 ( over mainstream) A. the oval bowl, B tool free installation hardware - 2 plastic handles are shipped with the tank nuts, the tank bolts are pre installed in better rubber grommets. The base to flange bolts have screw down lips that hold them in place during installation, and base to flange nuts have plastic over molds. - Oh and printing in the tank. c. Flush power is greater but Champion is 1.6gpf, vs the 1.3gpf for the mainstream. -",4,614,58,Neutral
46,47,0.18039714,0.2743149,0.54528797,"I can't believe that I am writing a review for a toilet, but here goes nothing! Very easy to install and in the past 4 months since purchase I've never had a clog or any problems. Why spend $200+? It's a toilet for crying out loud and this one does what it's supposed to do, plus it qualifies for the city water save discount so I ended up getting $100 back. Can't complain for $39!",5,15,1,Positive
47,48,0.0017326587,0.022222232,0.97604513,Worked really well in a tight powder room. Would highly recommend.,5,3,0,Positive
48,49,0.02818298,0.10979793,0.8620191,"Doing a refurbish and some upgrades around the house, we purchased and installed two of these units. Everything inside the water tank was pre-assembled and required no additional adjustments which was remarkable. The unit was easy to mount to the floor and assemble. Then, when I attached the water line and filled the tank (which took a matter of seconds to fill) I couldn't believe I was actually finished. Everything I needed was included in the kit... not a single trip back to Lowe's for anything. The flush is quick and thorough then refills in just a few seconds. It's quiet and actually looks pretty good, too. So yeah, I'm pretty happy with this purchase. Oh, and I don't particularly agree with the reviews that spoke to how flimsy the included seat was. Sure, there are better ones out there but at this price, the seat is fine.",5,7,0,Positive
49,50,0.016550504,0.5487254,0.4347241,It was as described and had everything needed to install.,5,5,1,Neutral
50,51,0.047822565,0.20389587,0.7482816,"After fighting with my toilet for years in trying to get it to flush properly I finally lost the battle. Like others out there buying a new toilet sound like an easy thing to do then you get to store and find that there are 20 toilets to choose from and of course everyone has their opinion about the cheaper toilets vs. the expensive toilets. I am a firm believer that I don't need a $300 toilet to take care of my #1 & 2's. I contemplated purchasing the $88 basic Lowe's toilet which people recommended that it will get the job done but always to remember you get what you pay for. My brother in-law has the American Standard Champion and it is awesome, he uses it at his clinic and has never clogged. So knowing this I paid attention to how the American Standard Champion was built and this American Standard Mainstream was very close. This was the best decision, the toilet works just like the Champion and I didn't have to pay $239.00. So in conclusion if you just need to replace your toilet and don't want to spend a lot of money this is the toilet for you.",5,44,5,Positive
51,52,0.9308302,0.062926,0.006243781,"After removing the old toilet and setting the base and tank I opened the new box only to find the tank lid cracked, this is poorly put together and hard to get it swallow anything",1,0,2,Negative
52,53,0.0015835233,0.012518227,0.98589826,"Great Toilet, Very Good Flushing Power! Not bad for price. Just remodeled our bathroom and it looks great and works awesome.",5,214,34,Positive
53,54,0.11054653,0.6285947,0.26085877,If you have bought this toilet you realize you must flush multiple times when going number 2 so it doesn’t clog up. so much for saving water so here’s the fix extend the drain tube just past that crease inside the tank them pull up that white compression spacer on the pump at the bottom of the inside of the tank. At this point the pump will telescope up so you can raise the water height a few inches push the spacer back down to lock the pump in place. And set the float level 1/2 below tube. You will have to try to clog this toilet now. and I only need to flush once so even though I raised the level your still saving water. I know some maybe unable to do this modification but it will flush as it should,3,2,0,Neutral
54,55,0.7728228,0.20454007,0.022637116,"Bought an American Standard Mainstream Model 3472.128 toilet from Lowe’s and installed it. It would not flush properly even after adjusting the Fill Valve (Fluidmaster 300) float cup (arm) to max water level which is not very high. Contacted American Standard Customer Service about the poor flushing and was told to remove the Fill valve and adjust it higher by increasing the length. I removed the Fill Valve and determined the model 300 height is not adjustable. Also, the Flush Valve (overflow valve) is too short preventing any additional water from being added to the tank. Went to Lowes and explained the problem and we pulled a Mainstream from the shelf and verified the water level would be low due to the Fill valve and short overflow valve limitations. They provided me a Fluidmaster 404LGR (fill valve/Overflow flush valve) Repair kit at no additional cost. Installed the kit and increased the water level in the tank until the system flushed properly. Also, the Seat is low grade and should be replaced. Very disappointed with the American Standard Mainstream toilet system and Customer support, but Lowe’s stepped up and provided me the Fluidmaster Fill Valve and Over Flow Flush Valve replacement kit, which resolve the poor flushing issue.",3,155,22,Negative
55,56,0.21038857,0.37410432,0.4155071,"We just remolded a small bathroom in our house. We replaced all the appliances with American standard and we couldn't be happier with the quality and looks of their products. The Mainstream installed easily. It is very quiet and the water closet refills quickly. No problems completely emptying waste. But have to agree with several of the other reviewers, the seat is very poor. I replaced it with a Westport Whisper-Close.",5,7,0,Positive
56,57,0.8027125,0.17794096,0.019346531,"I bought two of these toilets to replace the ones previously. Although the same item number, box, etc. the toilets were different. I had already installed both of them before I noticed the pump/flapper was different. One had an after market flow master and one had the American standard. The one with the after market flow master pump looked to have urine in the toilet and blue dots. It was already assembled so I knew I was stuck with it. Disappointed that I paid the same price for both and one was used and refurbished.",2,4,0,Negative
57,58,0.0034639214,0.016074002,0.9804621,"This thing is awesome. It has never clogged in the year I have had it. I tested it by flushing like 80 feet of toilet paper and it didnt clog! Also, it is comfort height so it is very easy to use. Very good for a 1.28 gpf toilet.",5,29,3,Positive
58,59,0.8616482,0.120521806,0.017830022,"The chinawear on the toilet is inferior. It does not self clean. This toilet is used by one person who is small and I have asked the store associate in plumbing about the toilet cleaning. She said she uses Scrubby bubbles. I said that it says to specifically use a mild cleaner and cloth which I do and I end up seeing residue and stains all the time and does not look clean at all. The toilet mechanism that comes with it also is inferior and has had the installer come out to fix it as it ""sticks"" open. He said the water level now is fine. Now it sticks open ""again"" also now there is a high pitch sound on the mechanism when you flush. Although nice looking, does not appear to be a durable toilet. If they cut back on the interior finish coating and called it Self cleaning, will not last. Will have to call the manufacturer now. Have had this toilet since November 2011. Do not recommend it at all. Sadly looks like a do over to me.",3,31,6,Negative
59,60,0.003649293,0.025210293,0.97114044,"This toilet was easy to assemble, had all of the parts needed to install (except a new supply hose), and was well made. The instruction sheet was clear and the installation was simple. Once installed it worked beautifully. For a high efficiency toilet it is very good at clearing the bowl in one flush. If is quite impressive, especially at such a reasonable price.",5,17,2,Positive
60,61,0.0069366675,0.23815237,0.75491095,"Working as it should, sleek compact for my small bathroom",5,0,0,Positive
